,TECH_1,TECH_2,TECH_3,TECH_4,TECH_5,TECH_6,FIN_1,FIN_2,FIN_3,FIN_4,FIN_5,ENERGY_1,ENERGY_2,ENERGY_3,ENERGY_4,STAPLE_1,STAPLE_2,STAPLE_3,STAPLE_4,STAPLE_5
2022-11-25,-0.008963,-0.002245,0.016874,-0.023919,0.012255,0.004032,0.000841,-0.001785,0.006165,0.006455,-0.008729,0.025526,-0.000969,-0.015121,0.030448,0.000885,-0.009699,-0.000785,0.013224,-0.012649
2022-11-28,-0.008003,0.015031,0.027586,0.003225,-0.00229,-0.000357,0.001858,-0.009744,0.003346,-0.016033,-0.019955,0.018403,0.031301,0.028811,0.000194,-0.024047,0.00785,0.002992,-0.000396,-0.003243
2022-11-29,0.009325,-0.0001,0.015167,0.018758,-0.002106,-0.01036,-0.016751,0.0031,-0.014452,-0.01127,-0.01329,-0.014539,-0.002143,-0.022082,-0.009207,0.021245,0.00837,-0.005617,0.024452,0.001473
2022-11-30,0.010937,0.015834,0.016877,0.022748,0.010107,0.003187,-0.004596,0.005828,-0.005902,0.002246,-0.006843,-0.021326,-0.028955,-0.009381,-0.006779,-0.029077,-0.011048,-0.013747,-0.025415,-0.029119
2022-12-01,0.018918,-0.011944,0.008174,0.017554,0.012137,0.011042,-0.038306,-0.004294,0.003748,0.000525,0.002325,-0.015327,0.028931,0.00114,-0.01966,0.009252,-0.00197,0.004632,-0.005352,-0.025835
2022-12-02,0.009489,0.023192,0.010851,0.011083,0.017116,0.023695,-0.009039,-0.000509,-0.000652,-0.010808,-0.012129,0.017297,-0.004052,0.028863,0.000316,0.035072,-0.017058,-0.014657,0.008259,0.000413
2022-12-05,0.009073,-0.014733,0.003123,0.009367,0.004902,-0.003118,-0.004594,-0.012343,-0.013145,-0.007339,-0.028869,-0.0321,0.02648,-0.022066,-0.012125,0.010788,0.007055,0.005706,-0.003044,0.007929
2022-12-06,0.002781,-0.016609,-0.024361,-0.006918,-0.002369,-0.025124,0.029251,-0.002155,-0.027867,0.016103,0.010967,-0.006471,-0.004415,-0.011513,0.0041,-0.000448,-0.015244,0.017111,0.01456,-0.013121
2022-12-07,0.002204,-0.007562,0.00125,-0.005189,-0.00625,-0.007075,-0.014147,-0.009394,-0.020979,0.008037,-0.002674,-0.012731,-0.031255,-0.009702,0.018192,0.035111,0.039516,0.022844,0.010942,0.001451
2022-12-08,0.00456,0.029115,0.028397,0.031006,0.021041,0.025047,0.004451,0.000193,0.004188,0.008002,-0.020863,0.046009,0.029071,0.020636,-0.002336,-0.01518,-0.012734,-0.002602,0.001316,0.011459
2022-12-09,-0.007264,0.00348,-0.006854,0.007375,-0.004416,-0.009541,0.017487,0.016971,0.019928,0.008533,0.033982,0.021381,0.036705,0.0057,0.001387,-0.009579,0.016563,-0.012718,0.0084,-0.008324
2022-12-12,-0.025027,-0.013838,-0.033062,0.01139,-0.003137,-0.008676,-0.011207,-0.016497,-0.013055,-0.018929,-0.01871,0.006187,-0.002713,0.015348,0.016489,-0.017021,-0.009821,-0.017993,-0.015001,-0.009572
2022-12-13,-0.008515,-0.008137,-0.004942,-0.004001,2.6e-05,-0.002266,0.006233,0.027207,-0.015742,0.015733,0.030897,0.00014,-0.027537,0.025374,-0.002753,0.023784,-0.006218,-0.013328,-0.004211,-0.009664
2022-12-14,0.002436,-0.021751,-0.00134,-0.009608,-0.002273,-0.009823,-0.008437,-0.025113,-0.039098,-0.02914,-0.021304,0.00826,-0.005484,0.016007,0.006655,-0.010483,0.015238,0.029295,0.014768,0.011223
2022-12-15,-0.00354,-0.003976,0.000563,0.001559,-0.003847,-0.002225,-0.006612,0.001591,0.018563,-0.016608,-0.034006,-0.011638,-0.012284,0.003992,-0.015647,-0.00988,-0.018015,0.002105,-0.006445,-0.007982
2022-12-16,-0.001491,-0.00295,0.007972,0.001137,0.018557,0.009586,-0.025758,0.006848,-0.003551,-0.002478,0.010714,0.007201,-0.001788,0.024035,0.010087,-0.013975,0.011922,-0.002381,0.010738,-0.019169
2022-12-19,-0.020277,-0.011649,-0.027387,-0.02664,-0.016961,-0.005275,0.014808,0.014032,0.02416,0.016224,-0.008217,-0.021238,-0.004195,-0.006187,-0.013177,0.003973,0.008324,0.005688,-0.010044,0.019257
2022-12-20,0.007072,-0.017423,-0.005995,-0.001067,-0.01973,-0.008276,-0.04062,-0.02111,-0.001266,-0.032071,-0.018273,0.005322,0.02673,0.010069,0.000389,-0.031881,-0.046698,-0.016376,-0.030445,-0.039281
2022-12-21,-0.028638,-0.01015,-0.025643,-0.008337,-0.015904,-0.025243,-0.012033,0.007976,-0.002751,0.004336,-0.038305,0.01295,-0.009476,-0.015187,-0.021461,-0.00226,0.013997,-0.001057,-0.009988,-0.012202
2022-12-22,-0.00376,-0.028342,0.003754,-0.022199,-0.014605,-0.01118,0.020453,0.025086,0.007477,0.007364,-0.013316,0.010668,0.026173,-0.006676,-0.00977,-0.027655,-0.026618,-0.019641,-0.034748,-0.012609
2022-12-23,-0.041881,-0.026046,-0.025826,-0.012492,-0.015579,-0.012627,-0.010642,-0.008719,-0.011794,-0.015607,0.010244,-0.0401,-0.035314,-0.031304,-0.010787,-0.011018,0.00395,-0.020612,-0.007947,-0.024781
2022-12-26,-0.018723,-0.001185,-0.01715,-0.025409,-0.009821,-0.019515,-0.013602,-0.00768,0.008595,-0.006799,0.005582,-0.023359,0.013292,-0.03588,-0.010378,0.017909,0.022026,-0.011893,0.008567,0.035263
2022-12-27,-0.009757,-0.007096,-0.001725,-0.025945,-0.0206,-0.005123,0.022888,4.7e-05,-0.025192,0.005049,-0.024773,-0.035037,-0.015118,0.010673,-0.029939,-0.007934,0.039215,0.014578,-0.013939,-0.00085
2022-12-28,0.035517,0.01314,0.005493,0.027029,0.027123,0.03799,0.031588,0.02168,-0.016156,0.012526,0.012673,0.003435,0.012271,0.020282,0.009057,0.005345,0.008543,-0.003457,0.026691,0.017563
2022-12-29,-0.033778,-0.03591,-0.024798,-0.034504,-0.03654,-0.047227,-0.006679,-0.017301,0.014362,-0.011883,-0.011943,-0.010924,-0.030146,-0.017489,0.000381,-0.000878,-0.002995,0.004875,-0.00977,-0.018638
2022-12-30,-0.000619,-0.0008,0.002524,-0.011806,-0.004803,-0.015837,-0.029855,-0.010602,0.000812,0.003099,-0.000957,-0.017098,-0.003253,0.009032,0.017387,-0.011446,0.001196,0.002361,-0.003427,-0.002653
2023-01-02,0.020138,-7.8e-05,-0.004375,0.001444,0.000233,0.00386,-0.009668,0.001775,0.007857,-0.005694,-0.00435,0.020566,-0.005772,0.007161,0.007219,0.00953,0.009718,0.009953,0.005943,-0.027346
2023-01-03,0.001578,0.016715,-0.015045,0.012346,0.006615,0.005594,-0.011512,0.044105,0.037064,0.010723,-0.004535,0.01051,-0.004439,0.002557,0.010449,-0.00327,0.006087,-0.010726,0.024299,-0.00998
2023-01-04,0.00216,0.002463,0.012443,0.017608,0.006639,-0.004168,-0.00312,0.00861,0.008915,0.016199,0.000222,0.014085,-0.017116,-0.000464,-0.002457,-0.002914,0.016428,0.003452,0.032424,0.019147
2023-01-05,0.009098,0.006637,0.004039,0.016647,0.007906,-0.003265,-0.029008,-0.002331,-0.007291,0.008126,-0.01425,-0.007823,-0.0238,-0.011718,0.000989,-0.0039,-0.029755,-0.037927,-0.042026,-0.002947
2023-01-06,-0.02067,0.009098,0.001247,-0.013727,-0.006707,0.004359,0.012773,0.00234,0.003746,-0.007872,0.000644,-0.021877,0.008799,0.002262,0.001439,0.004882,-0.01349,0.00369,-0.001918,-0.030536
2023-01-09,-0.018805,-0.005266,-0.018875,0.009308,-0.015687,-0.021252,0.011131,0.010123,-0.006165,-0.010203,-0.004942,-0.012178,-0.013326,-0.019863,-0.025592,-0.022458,0.004556,-0.009103,-0.020257,-0.036079
2023-01-10,-0.026794,-0.005314,0.012807,-0.012187,-0.023246,-0.018808,-0.01201,-0.033144,-0.009571,-0.02501,-0.02982,0.014452,0.015757,-0.031447,-0.002285,-0.030253,0.008473,-0.016027,-0.047362,-0.02449
2023-01-11,0.028125,0.01086,0.011365,-0.003495,0.007127,0.008178,0.003756,0.007668,0.008197,0.002647,-0.004924,-0.005515,0.020215,-0.004453,0.027934,0.023585,0.003556,0.010006,0.020473,0.023349
2023-01-12,0.010017,0.004276,0.015624,-0.000576,-0.004292,-0.010951,-0.037463,-0.009191,-0.018844,-0.02165,0.009608,-0.014337,-0.021804,0.007531,0.022608,0.009066,-0.000568,0.022097,0.011292,0.044863
2023-01-13,-0.019571,-0.019688,-0.012358,0.001134,-0.005421,-0.009943,-0.018961,-0.024855,-0.013689,-0.012333,0.004149,-0.037954,0.00598,-0.009757,-0.027326,0.00738,-0.02398,-0.005697,-0.008197,-0.019615
2023-01-16,0.020073,0.019602,0.024535,0.013513,0.007418,0.006751,0.017491,-0.000584,0.00478,0.009415,-0.004999,0.01526,0.023948,0.017081,0.007934,0.007883,0.000897,0.019922,0.003332,0.026145
2023-01-17,0.047085,0.012943,0.00467,0.00364,0.00496,0.021581,0.01813,-0.003499,0.001561,0.002819,0.011077,0.014425,0.035392,0.00265,0.030569,-0.003049,-0.020307,-0.004502,-0.002113,0.011016
2023-01-18,0.002622,-0.012599,0.016931,-0.002286,-0.016169,-0.01218,-0.029115,-0.021596,-0.0046,-0.020229,-0.026656,-0.020124,-0.049797,-0.025094,-0.02149,-0.013812,-0.033333,-0.00147,0.015016,-0.002023
2023-01-19,0.005545,-0.008094,-0.003348,0.005287,0.001569,0.003806,-0.006756,-0.00725,0.000985,0.0026,0.013104,-0.020539,-0.033619,-0.001323,-0.017927,-0.000578,0.029569,0.023468,0.01214,0.013062
2023-01-20,0.020291,0.005171,0.003839,-0.009298,-0.003925,0.010072,0.034545,0.019581,0.055004,0.008261,0.027404,0.016371,0.00534,-0.00922,0.002673,0.015901,0.015598,0.017476,-0.000707,0.019511
2023-01-23,-0.020754,-0.019354,-0.024987,0.01009,-0.009738,-0.004257,0.007841,0.00391,0.0156,0.003283,0.013384,0.039811,0.011943,0.02987,0.013691,-0.004043,0.001269,-0.016255,-0.032187,-0.023188
2023-01-24,0.012573,0.005606,-0.025305,-0.008675,0.002428,-0.013746,-0.016503,0.002878,0.0261,-0.003909,0.004959,0.02247,0.015195,0.013931,-0.004738,0.009059,0.044912,0.010403,0.014788,0.003597
2023-01-25,0.005072,-0.003796,-0.01195,0.022094,0.003646,-0.005228,-0.030674,0.002609,0.020058,0.004729,-0.018518,-0.015895,-0.009524,0.002029,0.023707,-0.007434,0.006358,0.022319,-0.030255,-0.009928
2023-01-26,-0.010654,0.00106,0.00031,-0.01426,-0.006928,0.002315,0.024027,0.005362,-0.000985,-0.002635,0.01403,0.027008,-0.019978,0.02108,-0.010525,-0.005938,-0.036941,-0.013565,-0.009354,0.005251
2023-01-27,-0.017404,0.017357,0.004624,-0.007764,0.016293,0.008866,0.022283,0.015716,0.019251,0.017267,0.015574,0.021478,-0.013994,0.019413,0.026902,0.01298,0.015224,0.018298,0.01668,0.034874
2023-01-30,0.038296,0.031952,0.015459,0.031444,0.027188,0.022847,0.003609,0.013679,0.024153,0.010765,-0.01437,-0.005173,-0.007318,-0.005417,0.010452,0.026974,0.022677,0.021377,0.002915,0.008342
2023-01-31,0.024344,0.008968,0.004007,0.018071,0.000929,0.020924,0.000937,0.004165,0.017982,-0.00234,0.013673,0.024573,0.027123,-0.00454,0.020124,0.016587,0.020053,0.016853,-0.002245,0.010564
2023-02-01,-0.004092,-0.003795,-0.006289,-0.006845,-8.3e-05,-0.008677,-0.002931,0.009029,-0.017272,0.010708,-0.003091,0.031851,-0.006374,-0.00339,-0.017124,0.00592,0.001873,0.020923,0.001145,-0.006689
2023-02-02,0.005672,0.015731,0.003482,0.001383,0.009304,0.005377,0.003074,-0.025093,-0.017947,-0.012944,-0.012614,0.022504,0.036067,-0.001385,0.000521,-0.008872,-0.026175,-0.019084,-0.023775,-0.017649
2023-02-03,0.011536,-0.001033,0.033595,0.005792,0.015535,0.005634,0.034951,0.019186,0.020774,0.032658,0.00249,-0.001086,-0.02416,-0.030364,-0.01414,-0.0008,-0.003321,0.014076,-0.005298,0.000248
2023-02-06,0.028125,0.004119,0.026781,0.005342,0.006907,0.021974,0.007194,0.02133,0.012979,-0.001282,0.002191,0.020941,0.0043,0.040518,0.020515,-0.00101,0.003524,-0.005298,0.006609,-0.010476
2023-02-07,-0.018813,0.001777,0.002197,-0.006383,-0.001099,-0.012487,-0.023588,-0.027611,-0.035453,-0.030849,-0.043473,0.006917,-0.008157,-0.01306,6e-06,-0.010566,-0.009207,-0.011977,-0.019992,-0.017893
2023-02-08,0.042257,-0.008731,-0.00202,0.025379,0.004455,0.013961,-0.005157,-0.022938,-0.004865,-0.021619,-0.022017,-0.002719,-0.025072,-0.006749,-0.021964,-0.000594,0.020941,0.021734,0.018834,0.006836
2023-02-09,0.031701,0.032526,0.032987,0.03417,0.040844,0.034095,0.027301,0.013127,0.019964,-0.005132,0.010293,0.010288,-0.000992,0.012209,0.019995,0.028894,0.033322,0.034372,0.025155,0.017581
2023-02-10,-0.039385,-0.02535,-0.045317,-0.046066,-0.012304,-0.028401,0.014113,0.016191,0.016626,0.015163,0.03731,0.014952,0.033844,0.01278,0.001344,-0.008606,0.022983,-0.001518,0.023388,-0.011997
2023-02-13,-0.001284,0.010014,0.015335,0.006009,0.001274,0.012204,0.010964,-0.010688,-0.002435,-0.009244,0.01001,-0.028006,-0.023473,0.011257,0.001762,0.011734,-0.001149,0.005403,0.002395,0.006868
2023-02-14,0.006598,0.007256,-0.012392,-0.019193,0.010246,0.013004,0.042529,0.017855,0.013119,0.040348,-0.003964,0.051799,-0.008762,0.008203,0.016175,0.01434,-0.012677,0.013968,0.002397,-0.006376
2023-02-15,-0.001749,-0.007349,-0.003193,-0.010043,-0.006003,-0.011869,-0.02092,-0.009558,-0.005292,-0.00336,-0.012537,-0.025588,-0.00583,0.015335,0.021531,0.017118,0.000923,0.003677,0.016916,0.025235
2023-02-16,0.018518,0.025344,0.021798,0.012001,0.023909,0.025466,0.027367,0.03961,0.022361,0.035667,0.021037,0.021395,-0.002229,-0.003891,0.010586,-0.030423,-0.010057,-0.014837,-0.019126,-0.012454
2023-02-17,-0.011595,0.019562,0.002151,-0.001109,-0.005605,0.000816,-0.002547,0.01009,0.006222,0.007653,-0.012157,-0.02002,0.027391,-0.011234,-0.023014,-0.000645,-0.007349,0.016042,0.020675,-0.006222
2023-02-20,-0.007708,0.011231,-0.015807,-0.01629,-0.017903,0.004485,0.018969,0.003621,0.009831,-0.013032,0.005081,-0.009695,0.020959,-0.003011,-0.007623,0.001946,0.000349,0.011773,0.028566,-0.007822
2023-02-21,0.000943,-0.023235,-0.030417,0.003476,-0.014534,-0.011678,0.010349,0.010976,0.004867,-0.003981,0.017733,-0.064749,-0.006887,-0.04409,-0.054563,-0.001738,-0.040931,-0.031541,-0.012853,-0.005994
2023-02-22,0.017731,0.014399,0.031569,0.001246,0.022709,0.015155,-0.007876,-0.003409,-0.013138,-0.004035,-0.010274,0.018681,0.041814,0.02126,0.00954,-0.009965,0.017556,0.013107,-0.000648,-0.012704
2023-02-23,-0.004737,-0.025821,0.00972,-0.006141,0.000878,0.005437,0.010125,-0.003218,0.007529,-0.001195,-0.012358,0.020434,0.004882,-0.016933,0.003706,0.004119,-0.008704,0.041099,0.00991,0.00401
2023-02-24,0.006641,-0.020692,-0.019925,-0.010573,-0.002919,0.001356,-0.01224,8.9e-05,-0.012984,-0.000259,0.003848,0.012476,0.003449,0.024481,-0.004999,-0.003473,-0.010201,-0.01594,-0.017394,0.000606
2023-02-27,0.013047,0.022484,0.017076,0.001142,0.017577,0.014058,-0.019886,-0.006587,0.023442,0.009476,-0.004437,0.024923,0.002821,-0.012938,0.007356,-0.001282,-0.031843,0.000667,-0.024861,0.001586
2023-02-28,-0.014374,-0.001448,0.012485,-0.004846,-0.002308,-0.008895,0.009723,0.018801,0.014022,0.001081,-0.005383,-0.019442,0.003121,-0.022675,0.007588,-0.00887,-0.026357,0.004452,0.007775,-0.012159
2023-03-01,0.039039,0.019076,0.021574,0.01389,0.037303,0.027797,0.03279,0.02813,0.033964,0.028548,0.001422,-0.015499,-0.020908,0.02768,0.007463,0.029635,0.000943,0.029013,0.020626,0.024563
2023-03-02,0.013099,0.001933,0.005995,0.010349,0.012102,0.007776,0.027776,-0.003096,0.027527,0.002277,-0.006081,0.001079,0.020466,0.029122,0.00679,-0.000803,0.005088,0.008076,0.024758,0.030105
2023-03-03,-0.016417,0.000506,0.000572,-0.015345,-0.015723,-0.016088,-0.014675,-0.012202,-0.017757,-0.00924,0.024335,-0.023023,-0.007974,-0.011179,-0.00067,-0.017459,0.000744,-0.018158,-0.005893,-0.019717
2023-03-06,0.025377,0.025662,0.02263,0.005276,0.017254,0.014442,0.028652,0.013459,0.010728,0.009853,0.028251,0.014499,0.020511,0.039966,0.027772,0.008447,0.018514,0.008646,0.024361,0.008023
2023-03-07,-0.002969,-0.004917,0.001333,0.006036,-0.004889,0.008302,-0.052243,-0.032059,-0.019426,-0.016067,-0.019282,-0.001876,-0.020472,0.013537,-0.002356,0.016477,-0.006013,0.033079,0.004145,0.011618
2023-03-08,-0.022078,0.007928,-0.023955,-0.013516,-0.026223,0.00447,-0.013237,-0.026365,-0.008023,-0.006641,0.016345,0.000129,0.004255,0.020497,0.028844,-0.008002,-0.004516,-0.016801,0.006226,-0.019415
2023-03-09,-0.015927,-0.008304,0.020998,0.002847,-0.006349,0.000744,-0.005923,-0.011443,-0.022402,0.003798,0.006546,0.026696,0.036791,0.014851,0.036893,0.006772,-0.011368,-0.024084,-0.005524,-0.003396
2023-03-10,0.007794,0.020634,-0.010682,0.015076,0.008661,0.00225,-0.014036,-0.002156,0.004833,-0.012762,-0.021923,-0.016423,-0.005977,0.00372,-0.017206,0.019321,-0.015944,9.7e-05,0.007105,-0.012963
2023-03-13,-0.019768,-0.02418,-0.041638,-0.025147,-0.027016,-0.014911,0.007538,-0.00752,-0.008017,0.001994,-0.023318,-0.027739,-0.044888,-0.015328,0.028078,-0.014739,0.002879,-0.015034,-0.022619,9.9e-05
2023-03-14,0.025142,0.01912,0.028441,0.016546,0.015871,0.017516,-0.027012,0.006887,0.007366,0.014919,0.004214,0.01903,-0.013479,-1.1e-05,0.014258,0.008066,0.021697,0.012272,0.020475,-0.000117
2023-03-15,0.018334,0.021945,-0.020259,0.012701,0.01723,-0.005621,0.020356,0.022472,0.011691,0.018783,-0.011777,0.039246,0.019255,0.033438,0.045117,-0.005922,0.016949,0.008826,0.013181,0.023483
2023-03-16,-0.017681,0.014215,0.004445,0.0034,-0.011329,0.012159,0.006145,0.019402,0.010282,0.016778,0.00343,-0.025656,-0.042568,-0.00501,-0.033431,0.011266,0.013405,0.014874,-0.005418,-0.013343
2023-03-17,0.006127,-0.008064,0.030912,-0.039279,-0.006165,-0.009269,0.003976,-0.022866,-0.000578,0.013207,0.001006,0.032578,0.011174,0.009837,0.02192,0.014953,0.005322,0.031424,0.023874,-0.017412
2023-03-20,-0.000485,0.003366,-0.012943,0.008488,0.005921,0.001858,0.005624,0.016038,-0.008603,0.001685,0.010265,-0.006463,0.016198,0.004109,-0.004073,0.010204,0.006533,0.039276,-0.014068,0.013391
2023-03-21,-0.009006,-0.003921,-0.008962,0.004453,0.006567,3.9e-05,0.026451,0.012924,0.025286,0.010012,0.002422,-0.023951,-0.035283,-0.024661,-0.020782,0.008211,0.041607,0.000398,0.012263,0.038243
2023-03-22,-0.009779,-0.020705,0.003696,-0.009095,-0.00429,-0.013382,-0.005136,-0.017167,-0.013157,-0.005736,0.01243,-0.027686,-0.022857,0.001831,-0.00832,-0.010569,0.00577,0.001815,-0.012413,0.002525
2023-03-23,-0.004228,-0.009307,0.025576,0.004143,-0.000386,-0.001155,0.001631,-0.014003,0.006363,-4.8e-05,-0.03176,-0.028784,-0.025234,-0.063494,-0.03879,-0.019287,-0.003422,-0.020153,-0.023545,-0.041661
2023-03-24,0.010317,0.000362,-0.014989,0.027544,0.002928,0.005267,-0.030293,-0.036184,0.001191,-0.002098,9.5e-05,-0.025487,0.032735,0.016165,-0.019907,0.004109,0.021704,0.022836,0.00167,-0.0237
2023-03-27,0.008359,-0.004732,0.003228,-0.003974,0.001945,0.001615,-0.009464,0.001623,0.021442,-0.014481,0.005493,0.03402,0.011402,0.011583,0.003285,-0.009064,-0.006722,-0.010062,0.015602,-0.017039
2023-03-28,0.011539,-0.017352,-0.019852,-0.006439,-0.007401,0.003362,-0.015826,-0.011295,-0.020487,-0.012028,0.001895,-0.006702,0.024558,-0.001553,-0.008383,0.019738,0.021353,0.029091,-0.010203,0.033394
2023-03-29,-0.010209,-0.006165,-0.026388,-0.007816,-0.014443,-0.009525,-0.016057,-0.008361,-0.004703,0.000671,-0.035536,-0.032267,-0.014539,-0.027976,-0.034793,0.019446,0.035985,0.002335,0.017222,0.024074
2023-03-30,0.001075,-0.016571,0.007571,-0.008893,-0.004548,-0.007924,-0.001396,-0.022501,-0.009747,-0.000266,-0.00032,-0.069346,-0.036608,-0.021862,-0.031504,-0.009884,-0.034193,-0.019618,-0.029114,-0.017037
2023-03-31,-0.008305,-0.011731,0.002394,-0.015276,-0.01817,-0.022322,-0.004809,-0.008197,-0.002476,0.003933,-0.017043,0.003938,-0.000235,0.009129,0.010084,-0.033743,-0.043367,-0.014124,-0.012849,-0.008174
2023-04-03,0.02343,0.038733,0.052826,0.024594,0.03344,0.01899,0.020515,0.04225,0.050153,0.061212,0.043563,0.048808,0.051457,0.042334,0.034323,0.013037,0.039182,-0.006241,-0.006975,-0.009136
2023-04-04,-0.017051,0.009485,0.036449,-0.006527,0.008552,0.002375,0.016598,-0.010684,0.014865,-0.00581,-0.026627,-0.014898,-0.007961,-0.018171,-0.023951,-0.005373,-0.028685,0.006553,-0.009301,0.000636
2023-04-05,0.013376,0.027222,0.050768,0.012846,0.022031,0.015687,0.027596,0.021915,-0.000941,0.013074,0.012924,0.011523,0.010105,-0.007812,0.01645,0.001167,0.028293,0.019987,0.03868,0.040364
2023-04-06,-0.040357,-0.010689,-0.023373,-0.035021,-0.012375,-0.016104,-0.009412,-0.023381,-0.027492,-0.028912,-0.020858,-0.030818,-0.010754,-0.016693,-0.010381,-0.029956,-0.056621,-0.021705,-0.030818,-0.023225
2023-04-07,0.007282,-0.015574,-0.010618,-0.012024,-0.000325,-0.010336,-0.004911,-0.008594,0.005256,-0.007133,-0.003283,0.003333,-0.021396,-0.023594,-0.00985,0.020766,0.00252,0.011169,0.031566,0.015829
2023-04-10,0.009512,0.006558,0.010424,0.002753,0.014044,0.015591,-0.013057,0.00674,0.018241,0.010875,-0.002573,0.007727,0.008267,-0.017484,0.009247,0.00202,0.026304,0.02448,0.013659,0.008209
2023-04-11,0.027324,-0.018657,-0.014728,0.004785,0.006088,0.001111,0.002348,0.005523,-0.000784,-0.007199,-0.024052,-0.023926,0.013,-0.03257,-0.002494,0.005715,0.005441,-0.03126,0.004966,-0.013135
2023-04-12,0.037366,0.008421,-0.004359,0.003142,0.008277,0.02176,0.013715,0.014493,0.033338,0.004248,0.003889,-0.012607,0.009895,-0.018787,0.017815,0.020196,0.01688,0.029093,0.002659,0.011904
2023-04-13,0.013746,-0.017077,0.022262,-0.002955,-0.010918,0.011233,-0.015474,-0.007091,-0.009669,-0.014592,-0.005696,-0.004699,0.0132,-0.006897,0.011984,0.00611,0.016866,0.017839,0.008859,0.004397
2023-04-14,0.003381,2.1e-05,-0.020692,-0.008694,0.000138,-0.006305,0.013936,-0.01282,0.013261,0.001936,0.009749,0.012479,-0.006508,-0.011242,-0.002942,0.020671,0.019124,0.02033,0.02671,0.001572
2023-04-17,-0.004926,0.004399,-0.010101,0.014469,0.021467,0.016575,-0.01716,-0.003281,0.037489,0.005103,-0.003487,0.000148,0.022052,0.011025,0.029098,-0.002849,-0.01046,0.044127,0.029703,-0.010393
2023-04-18,-0.010596,-0.006566,0.003924,-0.004948,-0.010507,-0.004414,0.009516,-0.011192,-0.004239,-0.01685,0.018868,0.000344,0.007888,0.007116,0.006423,0.019174,0.013496,0.012742,0.010668,0.032114
2023-04-19,-0.012337,-0.00593,0.02026,0.008031,-0.005203,0.008375,-0.019654,-0.019459,0.003327,0.000286,0.013941,-0.036278,-0.026877,-0.030852,-0.017298,-0.010157,0.02768,-0.022749,0.01717,0.00829
2023-04-20,-0.001704,0.014408,0.039888,0.035085,0.020899,0.034224,0.021838,0.014487,0.013459,0.020103,0.013999,0.010141,-0.023177,0.007284,0.029689,-0.012649,0.013509,-0.016496,-0.030099,-0.016052
2023-04-21,0.035845,0.012427,0.025814,0.022077,0.009931,0.027743,-0.01363,-0.004426,0.004287,-0.00637,-0.021105,-0.00681,0.007648,-0.000522,-0.012813,0.00513,0.006037,0.007709,-0.000483,0.03099
2023-04-24,-0.003852,-0.014477,0.005987,-0.000191,-0.003666,0.009655,0.009493,0.01072,0.009395,0.02269,0.004312,-0.012019,0.00728,-0.021859,-0.023583,0.012812,-0.022408,0.025605,0.015826,0.01654
2023-04-25,-0.003612,-0.018811,0.007113,-0.020604,-0.004842,-0.024558,0.026614,0.02512,0.00157,0.019946,0.035448,0.018306,-0.000225,0.008273,0.013651,-0.008361,-0.000373,-0.018298,-0.032551,-0.03013
2023-04-26,0.001327,-0.000695,-0.000815,0.001259,0.017845,0.012973,0.018732,0.009906,0.012806,0.011971,0.013563,0.003633,0.028245,0.027067,0.010961,-0.004787,-0.044793,-0.011669,-0.014845,-0.022926
2023-04-27,0.013407,0.009337,0.01961,0.018193,0.01825,0.009612,0.007061,0.003128,0.0093,0.001651,-0.014593,0.029718,0.007669,0.013633,0.02494,0.010778,0.0123,0.025485,0.016659,0.01559
2023-04-28,-0.025512,-0.001029,0.021286,0.002569,-0.001021,0.005144,0.006656,0.003277,0.021289,0.00582,0.00656,-0.01477,-0.015096,-0.001663,-0.010922,0.000281,0.004556,-0.003645,-0.011097,-0.015141
2023-05-01,-0.00097,-0.009369,0.027649,0.004841,-0.005058,-0.004913,-0.017431,-0.014242,-0.01024,-0.008862,0.034904,0.008121,0.01974,0.015703,0.021913,-0.009584,0.00812,0.000153,-0.015859,0.022063
2023-05-02,-0.025186,-0.002445,-0.017251,-0.003425,-0.007619,-0.012935,0.006214,-0.018422,0.020992,-0.009255,-0.001017,0.027978,-0.020657,0.007024,-0.012387,0.002185,-0.031085,-0.006295,0.00638,0.007813
2023-05-03,0.02144,8.9e-05,0.029813,0.025714,0.015037,0.004093,0.00731,0.0186,-0.006842,0.000304,0.026847,-0.044027,0.012305,-0.008982,-0.01518,-0.001936,-0.030993,-0.022556,-0.013474,0.00358
2023-05-04,-0.021673,-0.026868,-0.018225,-0.029451,-0.018584,-0.023955,-0.014412,0.002167,0.008573,-0.001912,0.018821,-0.008514,-0.01449,-0.023663,-0.015982,-0.019078,-0.045169,-0.032981,-0.030592,-0.029642
2023-05-05,-0.003416,-0.027461,-0.01163,-0.011145,-0.01172,-0.028951,-0.003194,-0.013126,-0.026774,-0.014446,0.010359,-0.02861,-0.014131,-0.01526,-0.026436,0.012446,-0.003674,0.003345,0.006774,0.017955
2023-05-08,-0.02178,-0.02569,0.002093,-0.014921,-0.014498,-0.013592,-0.00748,-0.03019,-0.041135,-0.016182,-0.031091,-0.012167,-0.021863,-0.053217,-0.043022,-0.024399,-0.006671,-0.003461,-0.024446,-0.023149
2023-05-09,-0.014568,-0.018091,-0.026881,-0.034214,-0.011653,-0.026105,2.8e-05,-0.005255,-0.01451,0.00468,-0.023661,-0.012786,0.007348,0.008412,-0.008624,0.006366,-0.006096,-0.041676,-0.020571,-0.009614
